idasso	identifiant	type	datedeclaration	lieu_declaration	cp	titre	ancien_titre	nouveau_titre	objet	nouvel_objet	additif_objet	themes	siege_social	web	email	dateparution	numparution	page_debut	page_fin
			2/12/2004	Déclaration à la sous-préfecture de Draguignan. 	83550	ALEYON BIOLOGIE-CLUB PLONGEE (A.B.C. PLONGEE). 			création d'un club de plongée sous-marine à vocation biologie ; découverte du monde subaquatique en mer, piscine, lac ou eau vive. 			11	137, allée des Lauriers, résidence le Clos, 83550 Vidauban			25/12/2004	20040052	5885	
			2/12/2004	Déclaration à la préfecture du Var. 	83000	ASSOCIATION CHRETIENNE LE COLOMBIER. 			être une oeuvre pionnière qui unit des membres de toutes confessions chrétiennes partageant ce qui leur est commun pour porter témoignage de l'Evangile, notamment en favorisant l'éducation populaire, les échanges humains, en développant des activités à caractère culturel, sportif et social dans le respect de l'éthique chrétienne. 			14,5,15	75, rue du Docteur-Maurin, 83000 Toulon			25/12/2004	20040052	5885	
			2/12/2004	Déclaration à la préfecture du Var. 	83200	CHEMIN DE TRAVERSES ET VOIES ADJACENTES. 			préserver l'environnement et favoriser un détour vers un itinéraire qui emprunte pour partie une ancienne voie ferrée à usage militaire, là où d'autres intérêts voulaient ou envisageaient depuis des décennies une déviation routière ou toute autre exploitation non concertée avec l'ensemble des riverains et usagers de cette voie. 			6,9	806, chemin-de-la-Baume, hameau de Rigoumel, 83200 Toulon		chemindetraverses@oreka.com	25/12/2004	20040052	5885	
			2/12/2004	Déclaration à la préfecture du Var. 	83390	COMITE DU QUARTIER SAINT-MICHEL. 			défendre et protéger les intérêts des résidents du quartier Saint-Michel ; intervenir dans tous les domaines concernant l'environnement et l'amélioration du cadre de vie ; permettre la liaison entre les habitants et les pouvoirs publics à tous les niveaux. 			6,14,9	64, lotissement Saint-Michel, 83390 Pierrefeu-du-Var			25/12/2004	20040052	5885	
			30/03/2004	Déclaration à la sous-préfecture de Draguignan. 	83310		CLUB MINI MODELISME MAXIMOIS.	COGOLIN RADIOCOMMANDE MAX FUSION. 		pratique du modélisme en général. 		11	complexe sportif Les Bosquets, route du Nuy, 83120 Sainte-Maxime			25/12/2004	20040052	5885	
			22/09/2004	Déclaration à la préfecture du Var. 	83220	COMITE D'INTERET LOCAL DU QUARTIER DE LA GARE. 						11	131, rue Paulin-David, 83220 Le Pradet			25/12/2004	20040052	5885	
			28/09/2004	Déclaration à la préfecture du Var. 	83400	LE DOMICILE PLUS FACILE. 						99	Z.I. Saint-Martin, le Monastère, 87, rue Laugier, 83400 Hyères			25/12/2004	20040052	5885	
			29/09/2004	Déclaration à la préfecture du Var. 	83140	MAZ PRODUCTIONS. 						99	6, chemin du Moulin-de-la-Tour, 30200 Bagnols-sur-Cèze		mazprod@yahoo.fr	25/12/2004	20040052	5885	
			29/09/2004	Déclaration à la préfecture du Var. 	83660		CRECHE ASSOCIATIVE « LES PETITES GAOUTES ».	MULTI-ACCUEIL ASSOCIATIF « LES PETITES GAOUTES ». 				14	villa les Alysées, quartier Notre-Dame, lieudit Le Château-Royal, 83660 Carnoules			25/12/2004	20040052	5885	
			4/10/2004	Déclaration à la préfecture du Var. 	83270	OFFICE DU TOURISME DE SAINT-CYR-SUR-MER. 				accueil, information du public et organisation d'animations touristiques ; il s'emploiera notamment à attirer les touristes, à faciliter ensuite leur séjour par l'édition de guides, dépliants, plans, etc., et à fournir tous renseignements ; il s'efforcera, d'autre part, de mettre en relief dans l'intérêt général, tous les avantages du pays et de suggérer des embellissements de la station, et des équipements touristiques, hôteliers et urbains ; il participera effectivement au développement et à la prospérité de la localité et de sa région et notamment par la propagande des produits locaux de qualité ; l'office de tourisme peut, sur décision du conseil d'administration, s'affilier à toute association, fédération ou union ayant un but identique à celui de l'office de tourisme. 		7,14,10	place de l'Appel-du-18-Juin, les Lecques, 83270 Saint-Cyr-sur-Mer	www.saintcyrsurmer.com	tourisme.st.cyr@wanadoo.fr	25/12/2004	20040052	5885	
			4/11/2004	Déclaration à la sous-préfecture de Draguignan. 	83340	COMITE D'ENVIRONNEMENT SOCIAL DU COLLEGE DE LUC. 						14,8	collège Pierre-de-Coubertin, 83340 Le Luc			25/12/2004	20040052	5885	
			15/11/2004	Déclaration à la sous-préfecture de Draguignan. 	83300	DANS'ESTHERIC. 						11	Form'esthétic, avenue du Pont-de-Lorgues, 83300 Draguignan			25/12/2004	20040052	5885	
			16/11/2004	Déclaration à la préfecture du Var. 	83400	AMICALE DES GARS DU NORD DE HYERES ET SA REGION. 						14	2, rue Déalbat, la Coline aux Mimosas, 83400 Hyères			25/12/2004	20040052	5885	
			18/11/2004	Déclaration à la préfecture du Var. 	83000	HEPHAISTOS 3000. 						99	1, place Meiffret, 83200 Le Revest-les-Eaux		aylies@free.fr	25/12/2004	20040052	5885	
			19/11/2004	Déclaration à la préfecture du Var. 	83110	COMITE REGIONAL DE PROVENCE - ALPES-COTE D'AZUR DE LA FEDERATION FRANÇAISE DE BOWLING ET SPORTS DE QUILLES. 						15,11	29, rue Bir-Hakeim, 13001 Marseille			25/12/2004	20040052	5885	
			19/11/2004	Déclaration à la sous-préfecture de Draguignan. 	83600	CLUB PHOTO NUMERIQUE. 						11,5,3	Fontaline-de-Valescure (bâtiment A), 1825, avenue de Valescure, 83700 Saint-Raphaël	jacobus.van-weeren@wanadoo.fr	jacobus.van-weeren@wanadoo.fr	25/12/2004	20040052	5885	
			19/11/2004	Déclaration à la sous-préfecture de Draguignan. 	83510	AUTO-MOTO LES PERLÉS. 						15	629, chemin de la Carraire, 83550 Vidauban			25/12/2004	20040052	5885	
			22/11/2004	Déclaration à la préfecture du Var. 	83000		AMICALE DES RETRAITÉS I.P.R.I.S. DU VAR.	AMICALE DEPARTEMENTALE DES RETRAITÉS I.P.R.I.S. DU VAR. 		réalisation d'actions sociales pour les retraités affiliés à l'I.P.R.I.S., organisation journées information, repas, voyages ; en outre, toutes manifestations à but non lucratif dont l'objet est culturel, intellectuel, moral, etc. 		14,11,5	le Chablais, 139, boulevard du Docteur-Cuneo, 83000 Toulon			25/12/2004	20040052	5885	
			22/11/2004	Déclaration à la préfecture du Var. 	83140	LES MARLINS DE SIX-FOURS. 						99	89, traverse des Moulins, 83140 Six-Fours-les-Plages	www.les-marlins.com		25/12/2004	20040052	5886	
			22/11/2004	Déclaration à la préfecture du Var. 	83150	CENTRE EQUESTRE DE LA JUMENT PIE. 						15	La Poulaine, quartier du Cimai, 83330 Evenos			25/12/2004	20040052	5886	
			23/11/2004	Déclaration à la préfecture du Var. 	83130	ASSOCIATION DES LOCATAIRES DE LA PLANQUETTE. 						6,14	5, rue Paul-Gauguin, Les Argelas, 83130 La Garde			25/12/2004	20040052	5886	
			23/11/2004	Déclaration à la préfecture du Var. 	83071		ASSOCIATION DES SECOURISTES ET SAUVETEURS DES P.T.T. DU DEPARTEMENT DU VAR.	ASSOCIATION DES SECOURISTES ET SAUVETEURS DES GROUPES LA POSTE ET FRANCE TELECOM DU VAR (SECOURISTES L.P.-F.T. VAR). 		grouper principalement le personnel en activité, détaché, en congé ou en retraite des groupes La Poste et France Télécom, et de leur famille, travaillant et/ou domicilié dans le Var, s'intéressant au secourisme, titulaires ou non d'un brevet de secouriste ; organiser des cours de secourisme pour le personnel des groupes La Poste et France Télécom, et leur famille ; organiser des séances d'information sur les nouvelles techniques de secourisme et de sauvetage, ainsi que des séances de formation continue ; faciliter la pratique de différentes disciplines pouvant se rapporter au secourisme et au sauvetage ; apporter son aide à tous accidentés, tant sur les lieux de travail que sur la voie publique ; être le partenaire privilégié en matière de secourisme de La Poste et de France Télécom. 		14	La Poste, centre des services techniques, place de l'Europe, B.P. 528, 83041 Toulon Cedex 9		var@secouristes.com	25/12/2004	20040052	5886	
			23/11/2004	Déclaration à la préfecture du Var. 	83000		URBAN POSSE.	COMIN'LAB. 		être un laboratoire à la recherche d'étincelles artistiques, né d'une volonté de faire reconnaître et d'encadrer les artistes de la Côte d'Azur ; cette association a pour but de développer des artistes au travers de leur création, de leur production, de leur diffusion, de leur promotion et par l'organisation d'événements  ; Com'in street veut être une structure de créations artistiques, d'échanges et de savoirs. 		5	27, rue Augustin-Daumas, 83000 Toulon	www.cominstreet.com		25/12/2004	20040052	5886	
			24/11/2004	Déclaration à la sous-préfecture de Draguignan. 	83700		PREVENTION SOLIDARITE SEROPOSITIF SIDA - INFO-TOXICOMANIE.	AIDE MATERIELLE AUX USAGERS, ET PSYCHOLOGIQUE  - PREVENTION TOUT PUBLIC - ACCUEIL D'UN LIEU OUVERT A TOUS. 				14,13	Le Bidouré, traverse Saint-Sébastien, 83700 Saint-Raphaël			25/12/2004	20040052	5886	
			24/11/2004	Déclaration à la préfecture du Var. 	83390		HANDY FLYING VAR.	SECTION HANDYFLYING DE L'AERO-CLUB DU VAR. 				14,11	563, rocade Font-de-Fillol, 83140 Six-Fours-les-Plages			25/12/2004	20040052	5886	
			25/11/2004	Déclaration à la sous-préfecture de Draguignan. 	83840	ASSOCIATION LIBRIMEDIA. 				éditer des livres au format électronique ; aider ses membres à auto-éditer leurs livres au format papier. 		10,3	villa Fabia, 70 bis, avenue de Lattre-de-Tassigny, 06400 Cannes	www.librimedia.com	associaion@librimedia.com	25/12/2004	20040052	5886	
			26/11/2004	Déclaration à la préfecture du Var. 	83230	ASSOCIATION DES COMMERCANTS DE LA FAVIERE (A.C.F.). 						6,7,11	tabac-presse, avenue de la Mer, 83230 Bormes-les-Mimosas			25/12/2004	20040052	5886	
			29/11/2004	Déclaration à la préfecture du Var. 	83160	ASSOCIATION EDITION ICI OU AILLEURS. 				soutenir les projets de voyages de Philippe Sauve, dans les domaines de production, suivi logistique ; publier différents ouvrages littéraires, romans, fictions, albums, récits de voyages ; produire différents films vidéographiques et cinématographiques. 		10,5	29, avenue De Lattre-de-Tassigny, 83400 Hyères			25/12/2004	20040052	5886	
			30/11/2004	Déclaration à la sous-préfecture de Draguignan. 	83600	TERRE AMAZONE. 						99	14, domaine du Pré-d'Ardoin, 06530 Saint-Cézaire-sur-Siagne			25/12/2004	20040052	5886	
			30/11/2004	Déclaration à la sous-préfecture de Draguignan. 	83004	AGENCE DE PACTE TERRITORIAL POUR L'EMPLOI HAUT VAR, CENTRE VAR, ARTUBY-VERDON ET DRACENIE. 						7,14	hôtel de ville, 28, rue Georges-Cisson, B.P. 19, 83013 Draguignan Cedex	www.pacte-dracenie.com	pacte.cano@dracenie.com	25/12/2004	20040052	5886	
			30/11/2004	Déclaration à la préfecture du Var. 	83000		PHARMACIENS SANS FRONTIERES VAR (P.S.F. VAR).	PHARMACIE HUMANITAIRE INTERNATIONALE VAR (P.H.I. VAR). 				13,14	191, rue de la Reine-Jeanne, 83000 Toulon			25/12/2004	20040052	5886	
			01/12/2004	Déclaration à la préfecture du Var. 	83500	UNIVERSITE (S) DU CITOYEN VAR. 						14	2, place Louis-Blanc, 83000 Toulon		ucvar@aol.com	25/12/2004	20040052	5886	
			2/12/2004	Déclaration à la sous-préfecture de Draguignan. 	83480	AMICALE-CLUB DE LA BOULE D'ARGENT. 						11	Brasserie Centrale, 10, rue du Général-de-Gaulle, 83480 Puget-sur-Argens			25/12/2004	20040052	5886	
			2/12/2004	Déclaration à la préfecture du Var. 	83500	CENTRE DE LOISIRS DES JEUNES DE LA SEYNE-SUR-MER, SAINT-MANDRIER, C.L.J. POLICE LA SEYNE-SUR-MER SAINT-MANDRIER. 						11	commissariat de police, 32, avenue Marcel-Pagnol, 83500 La Seyne-sur-Mer			25/12/2004	20040052	5886	
			3/12/2004	Déclaration à la sous-préfecture de Draguignan. 	83680	ASSOCIATION DES PROPRIETAIRES RIVERAINS ET USAGERS DU CHEMIN DE VAL-D'AUBERT. 				privilégier l'action collective dans la recherche de solutions relatives à l'amélioration, au développement et à la protection du cadre de vie des habitants. 		9,6,14	villa Les Bartavelles, chemin de Val-d'Aubert, 83680 La Garde-Freinet			25/12/2004	20040052	5886	
			22/10/2004	Déclaration à la sous-préfecture de Draguignan. 	83700	LE MOULIN VERT. 						99	1520, boulevard Baudino, 83700 Saint-Raphaël			25/12/2004	20040052	5887	
			13/11/2004	Déclaration à la sous-préfecture de Draguignan. 	83340	CARTEVAR, CENTRE D'ANTICIPATION ET DE REGULATION DU TRAVAIL ET DE L'EMPLOI DANS LE DEPARTEMENT DU VAR. 						7,14	532, voie Aurélienne, 83340 Le Cannet-des-Maures			25/12/2004	20040052	5887	
			18/11/2004	Déclaration à la préfecture du Var. 	83400	AMIS DE HYERISPERANCE. 						99	4, rue Jean-Aicard, le Dante, 83400 Hyères		francou.jacqueline@wanadoo.fr	25/12/2004	20040052	5887	
			22/11/2004	Déclaration à la préfecture du Var. 	83270	LA BOULE DU PORT. 						99	brasserie La Rencontre, quai Victor-Gelu, 83270 Saint-Cyr-sur-Mer			25/12/2004	20040052	5887	
			23/11/2004	Déclaration à la préfecture du Var. 	83870	LA PASSION DU QUAD. 						11,10,5	plan de Chibron, 83870 Signes			25/12/2004	20040052	5887	
			25/11/2004	Déclaration à la sous-préfecture de Draguignan. 	83690	L'ASSOCIATION SAINT-CLAIR. 						99	B.P. 6, I.M.E. du Haut Var, 83690 Salernes			25/12/2004	20040052	5887	
			25/11/2004	Déclaration à la sous-préfecture de Draguignan. 	83310	FOOTBALL JEUNES PERFECTIONNEMENT. 						15	F.J.P., le relais de Saint-Pons, B.P. 20, 83310 Grimaud			25/12/2004	20040052	5887	
			29/11/2004	Déclaration à la préfecture du Var. 	83200	ASSOCIATION POUR LA RECHERCHE EN THERAPEUTIQUE CARDIO-VASCULAIRE. 						13,10	3373 corniche Escartefigue, 83200 Toulon			25/12/2004	20040052	5887	
			2/12/2004	Déclaration à la préfecture du Var. 	83000	LEO-CLUB DE TOULON. 						14	11, rue de Chabannes, 83000 Toulon			25/12/2004	20040052	5887	
			3/12/2004	Déclaration à la sous-préfecture de Draguignan. 	83120	AMICALE SAINTE-MAXIME ANDERLECHT. 						14,13	hôtel Montfleuri, 3, avenue Montfleuri, 83120 Sainte-Maxime			25/12/2004	20040052	5887	
			12/10/2004	Déclaration à la sous-préfecture de Carpentras. 	84740	VELLERON COMMERCES. 			défense du commerçant de proximité, de sa survie et du maintien de l'économie du centre du village. 			6,7,11	Bar du Casino, place de la Poste, 84740 Velleron			25/12/2004	20040052	5887	
			15/11/2004	Déclaration à la préfecture de Vaucluse. 	84000	ARTISSE. 			promouvoir l'art et la culture sous toutes ses formes, et dans toutes ses acceptions, notamment en organisant et créant des spectacles, expositions, spectacle vivant et audiovisuel, également par la formation artistique dans ses diverses applications et en stimulant la rencontre d'artistes de différents domaines de l'art et la culture, par l'entraide et la solidarité et par tous les moyens annexes et connexes se rapportant à l'objet. 			10,5,3	6, rue des Grottes, 84000 Avignon	http://artisasso.site.voila.fr	artisasso@caramail.com	25/12/2004	20040052	5887	
			17/11/2004	Déclaration à la préfecture de Vaucluse. 	84000	CONSEILS ET AIDES AUX ASSOCIATIONS (C2A). 			aide à l'organisation et à la gestion des associations dans tous les domaines (fiscales, sociales, demandes de subventions et autres). 			10,14	66, rue Universelle, 84000 Avignon			25/12/2004	20040052	5887	
			18/11/2004	Déclaration à la préfecture de Vaucluse. 	84220	DECOUVERTE(S). 			favoriser au travers d'initiatives et d'activités diverses la communication interpersonnelle. 			3	chemin Lise, 84220 Cabrières-d'Avignon			25/12/2004	20040052	5887	
			19/11/2004	Déclaration à la préfecture de Vaucluse. 	84000	ARTS DU BIEN-ETRE. 			participer à la dispensiation, l'enseignement, la formation, la communication et l'éducation dans le domaine des approches psycho-corporelles du bien-être. 			14,5,3	15, boulevard d'Orient, 84000 Avignon		ygoubely@aol.com	25/12/2004	20040052	5887	
			22/11/2004	Déclaration à la préfecture Vaucluse. 	84000	LE CLUB DU RIRE D'AVIGNON. 			promotion de techniques de mise en forme et de relaxation par le rire. 			13,11	17, rue des Infirmières, 84000 Avignon			25/12/2004	20040052	5887	
			22/11/2004	Déclaration à la préfecture Vaucluse. 	84100	ADAGE. 			assurer la protection de l'adulte et la sauvegarde des biens des personnes handicapées mentales, physiques ou en difficulté sociale temporaire ; organiser et participer à la gestion de services communs au profit de la famille ou de l'adulte handicapé ou incapable majeur. 			14	16, rue de l'Etang, 84100 Orange			25/12/2004	20040052	5887	
			22/11/2004	Déclaration à la préfecture de Vaucluse. 	84250	EQUITHOR. 			promotion de l'équitation au pays des Sorgues. 			10,15	933, route de Cavaillon, 84250 Le Thor			25/12/2004	20040052	5887	
			22/11/2004	Déclaration à la préfecture de Vaucluse. 	84500	NITROTEK. 			promouvoir la musique électronique par le biais de manifestations culturelles et de rassemblements festifs. 			10,5,11	cité du Pont-Neuf, bâtiment A 12, 84500 Bollène		nitro6tem@hotmail.com	25/12/2004	20040052	5887	
			23/11/2004	Déclaration à la sous-préfecture d'Apt. 	84400	LES JARDINS FAMILIAUX DU PAOU. 			pratique du jardinage pour les populations du pays d'Apt et prioritairement attribution de parcelles de potager à des personnes du quartier de Paou et/ou démunies ou pensionnés économiquement ; l'association développe la solidarité entre les personnes, la formation et l'éducation en s'appuyant sur le jardinage. 			9,14	maison Bonhome, 455, avenue de Verdun, 84400 Apt			25/12/2004	20040052	5887	
			23/11/2004	Déclaration à la préfecture de Vaucluse. 	84000	JOB 421... 			transfert d'emplois, c'est-à-dire l'interface en matière d'emploi entre travailleurs et employeurs, surtout pour des jobs à temps partiel, de courte durée, collectifs ou spéciaux. 			7,14	23, place des Carmes, 84000 Avignon		gilles.delhomme@laposte.net	25/12/2004	20040052	5887	
			25/11/2004	Déclaration à la sous-préfecture de Carpentras. 	84210	BAILADOR LATINO. 			faire connaître la culture cubaine et latino-américaine en France et/ou à l'étranger, l'expression artistique et corporelle ainsi que l'organisation d'événements culturels. L'association est également ouverte à la promotion de toutes danses et musiques. 			5	10, lotissement Les Jardins-de-Sophie, 84210 Pernes-les-Fontaines			25/12/2004	20040052	5887	
			25/11/2004	Déclaration à la sous-préfecture de Carpentras. 	84260	L'ASSOCIATION DE MUSULMANS DE SARRIANS (A.M.S.). 			permettre aux musulmans de se connaître et de s'entraider et de s'aimer en Dieu ; fonder et animer un lieu de culte ; faire apprendre l'arabe aux enfants désireux de connaître leur langue ; donner une éducation morale à ces enfants afin qu'ils ne sombrent pas dans la délinquance. 			4,14	12, place Gambetta, 84260 Sarrians			25/12/2004	20040052	5888	
			25/11/2004	Déclaration à la préfecture de Vaucluse. 	84000	U.A.P.V. PHOTO. 			apprentissage de la technique photographique ; développement et tirage de photos ; préparation d'expositions. 			5,3,11	6, rue Saint-Guillaume, 84000 Avignon			25/12/2004	20040052	5888	
			25/11/2004	Déclaration à la préfecture de Vaucluse. 	84250	SAINT BERNARD. 			coordonner le travail à domicile entre des personnes de tout âge et/ou handicapées et leurs employés en assurant leur recrutement, leur formation et leur remplacement, ainsi que l'aide administrative pour le maintien à domicile des demandeurs. 			14,7	433, chemin du Méjean, 84250 Le Thor			25/12/2004	20040052	5888	
			25/11/2004	Déclaration à la préfecture de Vaucluse. 	84800	MUSEE DE L'ECOLE D'AUTREFOIS. 			gérer et faire fonctionner le musée de l'école d'autrefois ; rassembler et classer des objets présentant un intérêt historique, technique, scientifique ou pédagogique de l'école d'autrefois en vue de leur conservation, de leur mise en valeur et de leur présentation au public (espace musée, centre de ressources) ; à ce titre, elle observe la plus stricte neutralité dans l'esprit de laïcité, tant au point de vue politique que confessionnel ou philosophique. 			5,10,14	espace associatif municipal, boulevard Paul-Pons, 84800 L'Isle-sur-la-Sorgue			25/12/2004	20040052	5888	
			25/11/2004	Déclaration à la préfecture de Vaucluse. 	84310	TEAM GENERATION ENDURO. 			pratique de la moto tout-terrain. 			10,11	26, chemin du Clos-Neuf, 84310 Morières-lès-Avignon			25/12/2004	20040052	5888	
			25/11/2004	Déclaration à la préfecture de Vaucluse. 	84820	LE YAM'S. 			organiser des soirées pour les jeunes de seize à trente ans ; animer des soirées (repas dansants, ...) et sonoriser des spectacles et toute autre activité qui nécessite la technique du son et de la lumière. 			11,5,10	domaine de la Cantharide, 84820 Visan			25/12/2004	20040052	5888	
			26/11/2004	Déclaration à la sous-préfecture d'Apt. 	84400	LES BONTUILLOS. 			promotion de la musique et la pratique de l'instrument à travers les animations de la fanfare Les Bontuillos. 			5	68, boulevard Camille-Pelletan, 84400 Apt		bontuillos@yahoo.fr	25/12/2004	20040052	5888	
			26/11/2004	Déclaration à la sous-préfecture d'Apt. 	84120	LE MOUTON DE L'AÏD. 			organiser les abattages d'ovins à l'occasion des fêtes musulmanes, aux fins de réalisation dudit objet ; l'association utilisera les moyens d'action suivants : mise à disposition et mise en place d'un site d'abattage ; mise à disposition et formation du personnel et tous moyens nécessaires au bon déroulement de la manifestation. 			2,10	quartier Vidalet, 84120 Pertuis			25/12/2004	20040052	5888	
			26/11/2004	Déclaration à la préfecture de Vaucluse. 	84600	ASSOCIATION GRILLONNAISE DES AMIS ET RIVERAINS DU LEZ ET DE SES AFFLUENTS (AGARLA). 			protéger la commune de Grillon et ses habitants contre les dangers du Lez et de ses affluents ; défendre les intérêts des habitants et des contribuables pour une bonne gestion de l'eau. 			6	quartier des Plans, 84600 Grillon			25/12/2004	20040052	5888	
			29/11/2004	Déclaration à la préfecture de Vaucluse. 	84000	JARDINS EN EAUX. 			présence à domicile et entretien des jardins et des piscines, en direction des publics dits prioritaires, à savoir personnes âgées, dépendantes et/ou handicapée s physiques et/ou mentales ; organiser des activités en salles et randonnées pédestres pour ses adhérents. 			14	37 ter, rue Buffon, 84000 Avignon			25/12/2004	20040052	5888	
			30/11/2004	Déclaration à la sous-préfecture de Carpentras. 	84340	HARMONIE. 			atelier d'expression créative et artistique ; atelier d'art thérapie et de développement personnel. 			5	n° B 12, le Ratavon, 84340 Malaucène		harmonieass@aol.com	25/12/2004	20040052	5888	
			30/11/2004	Déclaration à la sous-préfecture d'Apt. 	84400	CINE-LUNA. 			promouvoir des événements cinématographiques. 			5	les Petits Cléments, 84400 Villars			25/12/2004	20040052	5888	
			30/11/2004	Déclaration à la sous-préfecture d'Apt. 	84400	ALCHIMIE ET SPORT. 			entretien corporel par des exercices de gymnastique, de renforcements et d'assouplissements musculaires ; découverte de milieux naturels par le biais de randonnées, de cyclotourisme. 			11	420, avenue Philippe-de-Girard, 84400 Apt			25/12/2004	20040052	5888	
			30/11/2004	Déclaration à la sous-préfecture d'Apt. 	84300	CHEMIN DE LIBERTE. 			en concertation avec le corps médical, aider le malade alcoolique, conscient de son problème, à retrouver son intégrité physique et morale, a reconstruire son capital santé à travers l'effort physique prolongé avec pour support une randonnée pédestre de longue durée en groupe autonome encadré, sur des sentiers balisés, comme par excellence le mythique Chemin de Compostelle ; assurer le suivi de cette action principale par un soutien continu avec la marche comme vecteur principal ; trouver les financements nécessaires pour que chacun puisse partir ; participer à la sensibilisation du plus grand nombre aux dangers de l'alcool ; plus largement, aider par tout moyen adapté toute personne qui voudrait se libérer d'une addition. 			14,13	9, les Girardes, 84300 Cavaillon		100enol@cegetel.net	25/12/2004	20040052	5888	
			01/12/2004	Déclaration à la sous-préfecture de Carpentras. 	84870	4 CV EN PROVENCE. 			favoriser les rencontres, l'entraide, l'amitié entre passionnés de mécaniques et amateurs de véhicules de plus de quarante ans d'âge ; publication de circulations informatives ; participation et organisation de manifestations ; toutes initiatives pouvant aider à la réalisation de l'objet de l'association ; rencontres entre plusieurs générations. 			11	bar-tabac-presse le Galopin, 84870 Loriol-du-Comtat			25/12/2004	20040052	5888	
			2/12/2004	Déclaration à la sous-préfecture de Carpentras. 	84170	ASSOCIATION U.S.E.P. PAGNOL. 			promouvoir et prolonger les activités sportives et culturelles U.S.E.P. de l'école ; former à la responsabilité, au civisme, à l'autonomie par la pratique d'activités physiques, sportives et de pleine nature, dans le cadre d'un fonctionnement démocratique. 			15	école Marcel-Pagnol, avenue Edouard-Grangier, 84170 Monteux			25/12/2004	20040052	5888	
			2/12/2004	Déclaration à la sous-préfecture de Carpentras. 	84110	UNION DES POETES FRANCOPHONES. 			rapporter, créer des liens entre associations, poètes, auteurs, créateurs, unir leurs efforts collectifs ou personnels et faire rayonner culture et poésie francophones. 			5	centre social et culturel, mairie, 84110 Puyméras		cris.ber@laposte.net	25/12/2004	20040052	5888	
			2/12/2004	Déclaration à la sous-préfecture de Carpentras. 	84210	ASSOCIATION DU CANAL DE SAINT-ALBERGATY. 			promotion et entretien du canal de Saint-Albergaty. 			6,9	841, hameau des Jas, route de Saint-Albergaty, 84210 Althen-les-Paluds			25/12/2004	20040052	5888	
			2/12/2004	Déclaration à la sous-préfecture de Carpentras. 	84260	AUTO MOTO SPORT 84 (AMS 84). 			promouvoir et développer les sports mécaniques auto et moto dans la région par l'intermédiaire du conseil de l'organisation d'épreuve et par délivrance de licence. 			15	37, impasse Sauvagino, 84260 Sarrians			25/12/2004	20040052	5889	
			2/12/2004	Déclaration à la sous-préfecture d'Apt. 	84440	LA PROTECTION DES RIVERAINS DE LA D2 ET DU QUARTIER BOUTEILLER A ROBION (84440). 			défendre la protection de l'environnement de la route D2 et du quartier Bouteiller à Robion contre toutes formes de nuisances (sonores, visuelles, olfactives, polluantes) et le suivi des autorisations d'urbanisme, délivrées en bordure de la D2 et du quartier Bouteiller à Robion au regard des règles d'urbanisme et dans l'intérêt des riverains de ces dits lieux. 			6,9	route des Alpes, quartier Bouteiller, 84440 Robion			25/12/2004	20040052	5889	
			2/12/2004	Déclaration à la sous-préfecture d'Apt. 	84220	LA LETTRE SEPHARADE. 			promotion de la langue et de la culture judéo-espagnoles par tous moyens, parmi lesquels l'édition et la diffusion d'une revue du même nom La Lettre Sépharade depuis la France et depuis d'autres pays, l'édition et la réédition de livres, l'utilisation de tous moyens audiovisuels, l'organisation d'événements et de voyages culturels, festifs. 			5,3,10			lettre.sepharade@wanadoo.fr	25/12/2004	20040052	5889	
			2/12/2004	Déclaration à la sous-préfecture d'Apt. 	84240	VIVRE A GRAMBOIS. 			défense des intérêts privés et collectifs des habitants de la commune de Grambois dans le cadre des différents projets d'aménagement, d'urbanisme et les nouvelles réglementations à l'étude sur la commune ; exercer toute action en justice à l'encontre du PPRIF et des actes pris en son application. 			6,9	chemin Piternet, Barraban, 84240 Grambois			25/12/2004	20040052	5889	
			2/12/2004	Déclaration à la préfecture de Vaucluse. 	84100	CERCLE DES GUERRIERS DU DRAGON, ACADEMIE D'ARTS GUERRIERS. 			promouvoir et pratiquer les arts guerriers, c'est-à-dire toutes formes de combats rapprochés occidentaux à caractère historique (à l'exclusion des armes à feu), ceci dans le pur respect d'un esprit chevaleresque. 			11,5	maison des associations, route de Caderousse, 84100 Orange			25/12/2004	20040052	5889	
			2/12/2004	Déclaration à la préfecture de Vaucluse. 	84310	BRIDGE-CLUB MORIEROIS (B.C.M.). 			développement et pratique du bridge sous toutes ses formes. 			11	10, lotissement Pavilot, 84310 Morières-lès-Avignon		aymep@wanadoo.fr	25/12/2004	20040052	5889	
			2/12/2004	Déclaration à la préfecture de Vaucluse. 	84000	NOUVEAU MONDE VAUCLUSE. 			produire et communiquer de l'information ; poursuivre toute action sous toutes formes ayant pour but de promouvoir les idéaux républicains, démocratiques et humanistes ; oeuvrer pour la concrétisation de l'égalité sociale par le débat d'idées et la recherche au niveau du département de Vaucluse ainsi qu'au niveau régional, national, européen et international ; l'association se dote notamment des moyens de formation et d'information. 			12,3	12, chemin de la Passerelle, 84000 Avignon		nouveau.monde04@laposte.net	25/12/2004	20040052	5889	
